"路名","段數","專案編號","GPS_X","GPS_Y","車道","里程","IRI","PCI"
"高鐵北路","一段","CX","121.217123000","25.014076000","2","660","3.89000","59.00000"
"高鐵北路","一段","CX","121.216990000","25.013942000","2","680","2.17000","59.00000"
"高鐵北路","一段","CX","121.216857000","25.013809000","2","700","2.19000","59.00000"
"高鐵北路","一段","CX","121.216723000","25.013675000","2","720","2.76000","58.00000"
"高鐵北路","一段","CX","121.216590000","25.013542000","2","740","3.01000","59.00000"
"高鐵北路","一段","CX","121.216456000","25.013408000","2","760","4.49000","59.00000"
"高鐵北路","一段","CX","121.216322000","25.013276000","2","780","2.64000","59.00000"
"高鐵北路","一段","CX","121.216188000","25.013143000","2","800","3.34000","60.00000"
"高鐵北路","一段","CX","121.216054000","25.013010000","2","820","2.05000","59.00000"
"高鐵北路","一段","CX","121.215920000","25.012877000","2","840","2.71000","59.00000"
"高鐵北路","一段","CX","121.215786000","25.012744000","2","860","6.63000","58.00000"
"高鐵北路","一段","CX","121.215652000","25.012611000","2","880","7.63000","60.00000"
"高鐵北路","一段","CX","121.215517000","25.012478000","2","900","2.90000","59.00000"
"高鐵北路","一段","CX","121.215383000","25.012345000","2","920","4.68000","59.00000"
"高鐵北路","一段","CX","121.215249000","25.012212000","2","940","2.68000","59.00000"
"高鐵北路","一段","CX","121.215115000","25.012080000","2","960","1.55000","59.00000"
"高鐵北路","一段","CX","121.214981000","25.011947000","2","980","1.86000","60.00000"
"高鐵北路","一段","CX","121.214847000","25.011814000","2","1000","3.05000","59.00000"
"高鐵北路","一段","CX","121.214712000","25.011681000","2","1020","5.95000","59.00000"
"高鐵北路","一段","CX","121.214578000","25.011549000","2","1040","4.86000","59.00000"
"高鐵北路","一段","CX","121.214443000","25.011416000","2","1060","3.17000","59.00000"
"高鐵北路","一段","CX","121.214307000","25.011284000","2","1080","4.12000","59.00000"
"高鐵北路","一段","CX","121.214172000","25.011152000","2","1100","3.18000","59.00000"
"高鐵北路","一段","CX","121.214037000","25.011020000","2","1120","2.34000","59.00000"
"高鐵北路","一段","CX","121.213902000","25.010888000","2","1140","3.70000","58.00000"
"高鐵北路","一段","CX","121.213767000","25.010756000","2","1160",NULL,"63.00000"
"高鐵北路","一段","CX","121.217153000","25.014052000","1","660","2.14000","59.00000"
"高鐵北路","一段","CX","121.217020000","25.013919000","1","680","2.80000","59.00000"
"高鐵北路","一段","CX","121.216887000","25.013785000","1","700","1.36000","59.00000"
"高鐵北路","一段","CX","121.216753000","25.013651000","1","720","4.58000","58.00000"
"高鐵北路","一段","CX","121.216620000","25.013518000","1","740","2.51000","59.00000"
"高鐵北路","一段","CX","121.216486000","25.013385000","1","760","4.99000","59.00000"
"高鐵北路","一段","CX","121.216352000","25.013252000","1","780","3.16000","59.00000"
"高鐵北路","一段","CX","121.216218000","25.013119000","1","800","1.92000","60.00000"
"高鐵北路","一段","CX","121.216084000","25.012986000","1","820","2.30000","59.00000"
"高鐵北路","一段","CX","121.215950000","25.012853000","1","840","2.05000","59.00000"
"高鐵北路","一段","CX","121.215815000","25.012720000","1","860","2.94000","58.00000"
"高鐵北路","一段","CX","121.215681000","25.012587000","1","880","9.80000","60.00000"
"高鐵北路","一段","CX","121.215547000","25.012454000","1","900","3.87000","59.00000"
"高鐵北路","一段","CX","121.215413000","25.012321000","1","920","2.15000","59.00000"
"高鐵北路","一段","CX","121.215279000","25.012188000","1","940","2.97000","59.00000"
"高鐵北路","一段","CX","121.215145000","25.012056000","1","960","1.16000","59.00000"
"高鐵北路","一段","CX","121.215010000","25.011923000","1","980","2.34000","60.00000"
"高鐵北路","一段","CX","121.214876000","25.011790000","1","1000","3.24000","59.00000"
"高鐵北路","一段","CX","121.214742000","25.011657000","1","1020","6.13000","59.00000"
"高鐵北路","一段","CX","121.214607000","25.011525000","1","1040","5.90000","59.00000"
"高鐵北路","一段","CX","121.214472000","25.011392000","1","1060","2.60000","59.00000"
"高鐵北路","一段","CX","121.214337000","25.011260000","1","1080","1.92000","59.00000"
"高鐵北路","一段","CX","121.214202000","25.011128000","1","1100","1.97000","59.00000"
"高鐵北路","一段","CX","121.214067000","25.010996000","1","1120","2.01000","59.00000"
"高鐵北路","一段","CX","121.213932000","25.010864000","1","1140","2.99000","58.00000"
"高鐵北路","一段","CX","121.213797000","25.010732000","1","1160",NULL,"63.00000"
"高鐵北路","一段","CX","121.217094000","25.014100000","3","660","3.03000","59.00000"
"高鐵北路","一段","CX","121.216960000","25.013966000","3","680","3.15000","59.00000"
"高鐵北路","一段","CX","121.216827000","25.013833000","3","700","3.53000","59.00000"
"高鐵北路","一段","CX","121.216694000","25.013699000","3","720","3.13000","58.00000"
"高鐵北路","一段","CX","121.216560000","25.013566000","3","740","5.07000","59.00000"
"高鐵北路","一段","CX","121.216427000","25.013432000","3","760","3.09000","59.00000"
"高鐵北路","一段","CX","121.216293000","25.013300000","3","780","2.95000","59.00000"
"高鐵北路","一段","CX","121.216158000","25.013167000","3","800","2.19000","60.00000"
"高鐵北路","一段","CX","121.216024000","25.013034000","3","820","2.90000","59.00000"
"高鐵北路","一段","CX","121.215890000","25.012901000","3","840","3.40000","59.00000"
"高鐵北路","一段","CX","121.215756000","25.012768000","3","860","4.91000","58.00000"
"高鐵北路","一段","CX","121.215622000","25.012635000","3","880","4.32000","60.00000"
"高鐵北路","一段","CX","121.215488000","25.012502000","3","900","3.11000","59.00000"
"高鐵北路","一段","CX","121.215354000","25.012369000","3","920","5.16000","59.00000"
"高鐵北路","一段","CX","121.215219000","25.012236000","3","940","2.46000","59.00000"
"高鐵北路","一段","CX","121.215085000","25.012103000","3","960","3.75000","59.00000"
"高鐵北路","一段","CX","121.214951000","25.011971000","3","980","3.12000","60.00000"
"高鐵北路","一段","CX","121.214817000","25.011838000","3","1000","3.52000","59.00000"
"高鐵北路","一段","CX","121.214683000","25.011705000","3","1020","4.62000","59.00000"
"高鐵北路","一段","CX","121.214548000","25.011572000","3","1040","3.61000","59.00000"
"高鐵北路","一段","CX","121.214413000","25.011440000","3","1060","3.02000","59.00000"
"高鐵北路","一段","CX","121.214278000","25.011308000","3","1080","2.22000","59.00000"
"高鐵北路","一段","CX","121.214143000","25.011176000","3","1100","2.42000","59.00000"
"高鐵北路","一段","CX","121.214008000","25.011044000","3","1120","3.55000","59.00000"
"高鐵北路","一段","CX","121.213873000","25.010912000","3","1140",NULL,"58.00000"
"高鐵北路","一段","CX","121.213737000","25.010780000","3","1160",NULL,"63.00000"
"高鐵南路","一段","B","121.212286000","25.011834000","2","1560","5.01000","62.00000"
"高鐵南路","一段","B","121.212201000","25.011670000","2","1540","2.72000","80.00000"
"高鐵南路","一段","B","121.212116000","25.011507000","2","1520","2.04000","82.00000"
"高鐵南路","一段","B","121.212041000","25.011341000","2","1500","2.99000","81.00000"
"高鐵南路","一段","B","121.211983000","25.011168000","2","1480","3.45000","82.00000"
"高鐵南路","一段","B","121.211946000","25.010991000","2","1460","1.83000","81.00000"
"高鐵南路","一段","B","121.211926000","25.010811000","2","1440","1.77000","82.00000"
"高鐵南路","一段","B","121.211906000","25.010632000","2","1420","1.74000","81.00000"
"高鐵南路","一段","B","121.211881000","25.010453000","2","1400","4.23000","81.00000"
"高鐵南路","一段","B","121.211820000","25.010281000","2","1380","3.77000","82.00000"
"高鐵南路","一段","B","121.211730000","25.010120000","2","1360","4.35000","82.00000"
"高鐵南路","一段","B","121.211628000","25.009966000","2","1340","2.49000","80.00000"
"高鐵南路","一段","B","121.211505000","25.009824000","2","1320","2.25000","81.00000"
"高鐵南路","一段","B","121.211375000","25.009688000","2","1300","3.72000","81.00000"
"高鐵南路","一段","B","121.211243000","25.009553000","2","1280","7.39000","82.00000"
"高鐵南路","一段","B","121.211109000","25.009420000","2","1260","4.02000","81.00000"
"高鐵南路","一段","B","121.210976000","25.009287000","2","1240","6.30000","81.00000"
"高鐵南路","一段","B","121.210842000","25.009153000","2","1220","1.97000","81.00000"
"高鐵南路","一段","B","121.210708000","25.009020000","2","1200","2.57000","80.00000"
"高鐵南路","一段","B","121.210575000","25.008887000","2","1180","2.60000","81.00000"
"高鐵南路","一段","B","121.210442000","25.008753000","2","1160","2.04000","81.00000"
"高鐵南路","一段","B","121.210309000","25.008619000","2","1140","1.48000","82.00000"
"高鐵南路","一段","B","121.210176000","25.008485000","2","1120","2.16000","81.00000"
"高鐵南路","一段","B","121.210043000","25.008351000","2","1100","1.47000","80.00000"
"高鐵南路","一段","B","121.209910000","25.008217000","2","1080","1.90000","82.00000"
"高鐵南路","一段","B","121.209777000","25.008083000","2","1060","3.10000","82.00000"
"高鐵南路","一段","B","121.209645000","25.007949000","2","1040","3.85000","81.00000"
"高鐵南路","一段","B","121.209512000","25.007815000","2","1020","3.40000","82.00000"
"高鐵南路","一段","B","121.209379000","25.007681000","2","1000","2.34000","81.00000"
"高鐵南路","一段","B","121.209244000","25.007549000","2","980","2.00000","81.00000"
"高鐵南路","一段","B","121.209110000","25.007416000","2","960","2.03000","82.00000"
"高鐵南路","一段","B","121.208975000","25.007283000","2","940","1.67000","82.00000"
"高鐵南路","一段","B","121.208842000","25.007150000","2","920","2.24000","81.00000"
"高鐵南路","一段","B","121.208708000","25.007017000","2","900","1.99000","82.00000"
"高鐵南路","一段","B","121.208574000","25.006883000","2","880","2.56000","81.00000"
"高鐵南路","一段","B","121.208441000","25.006750000","2","860","4.62000","82.00000"
"高鐵南路","一段","B","121.208307000","25.006617000","2","840","2.27000","82.00000"
"高鐵南路","一段","B","121.208174000","25.006483000","2","820","2.56000","81.00000"
"高鐵南路","一段","B","121.208039000","25.006350000","2","800","3.93000","81.00000"
"高鐵南路","一段","B","121.207905000","25.006218000","2","780","1.42000","82.00000"
"高鐵南路","一段","B","121.212225000","25.011886000","4","1560","5.96000","62.00000"
"高鐵南路","一段","B","121.212141000","25.011723000","4","1540","2.16000","80.00000"
"高鐵南路","一段","B","121.212056000","25.011560000","4","1520","2.92000","82.00000"
"高鐵南路","一段","B","121.211976000","25.011395000","4","1500","2.68000","81.00000"
"高鐵南路","一段","B","121.211917000","25.011223000","4","1480","2.15000","82.00000"
"高鐵南路","一段","B","121.211871000","25.011047000","4","1460","1.84000","81.00000"
"高鐵南路","一段","B","121.211825000","25.010871000","4","1440","2.97000","82.00000"
"高鐵南路","一段","B","121.211779000","25.010696000","4","1420","2.58000","81.00000"
"高鐵南路","一段","B","121.211732000","25.010520000","4","1400","5.60000","81.00000"
"高鐵南路","一段","B","121.211671000","25.010348000","4","1380","3.56000","82.00000"
"高鐵南路","一段","B","121.211586000","25.010186000","4","1360","4.15000","82.00000"
"高鐵南路","一段","B","121.211477000","25.010036000","4","1340","2.36000","80.00000"
"高鐵南路","一段","B","121.211352000","25.009895000","4","1320","1.85000","81.00000"
"高鐵南路","一段","B","121.211228000","25.009755000","4","1300","3.13000","81.00000"
"高鐵南路","一段","B","121.211096000","25.009621000","4","1280","5.34000","82.00000"
"高鐵南路","一段","B","121.210958000","25.009491000","4","1260","4.09000","81.00000"
"高鐵南路","一段","B","121.210825000","25.009358000","4","1240","4.21000","81.00000"
"高鐵南路","一段","B","121.210692000","25.009224000","4","1220","2.62000","81.00000"
"高鐵南路","一段","B","121.210559000","25.009090000","4","1200","2.67000","80.00000"
"高鐵南路","一段","B","121.210426000","25.008956000","4","1180","3.43000","81.00000"
"高鐵南路","一段","B","121.210293000","25.008822000","4","1160","2.32000","81.00000"
"高鐵南路","一段","B","121.210160000","25.008689000","4","1140","2.33000","82.00000"
"高鐵南路","一段","B","121.210027000","25.008555000","4","1120","1.97000","81.00000"
"高鐵南路","一段","B","121.209894000","25.008421000","4","1100","2.82000","80.00000"
"高鐵南路","一段","B","121.209760000","25.008288000","4","1080","2.42000","82.00000"
"高鐵南路","一段","B","121.209624000","25.008156000","4","1060","4.92000","82.00000"
"高鐵南路","一段","B","121.209489000","25.008024000","4","1040","7.20000","81.00000"
"高鐵南路","一段","B","121.209353000","25.007892000","4","1020","1.95000","82.00000"
"高鐵南路","一段","B","121.209221000","25.007758000","4","1000","1.94000","81.00000"
"高鐵南路","一段","B","121.209084000","25.007627000","4","980","1.84000","81.00000"
"高鐵南路","一段","B","121.208947000","25.007497000","4","960","1.95000","82.00000"
"高鐵南路","一段","B","121.208811000","25.007366000","4","940","1.62000","82.00000"
"高鐵南路","一段","B","121.208679000","25.007231000","4","920","1.62000","81.00000"
"高鐵南路","一段","B","121.208548000","25.007096000","4","900","1.92000","82.00000"
"高鐵南路","一段","B","121.208418000","25.006960000","4","880","2.65000","81.00000"
"高鐵南路","一段","B","121.208288000","25.006823000","4","860","2.63000","82.00000"
"高鐵南路","一段","B","121.208162000","25.006684000","4","840","3.16000","82.00000"
"高鐵南路","一段","B","121.208042000","25.006541000","4","820","2.75000","81.00000"
"高鐵南路","一段","B","121.207904000","25.006411000","4","800","1.57000","81.00000"
"高鐵南路","一段","B","121.207766000","25.006281000","4","780","1.76000","82.00000"
"高鐵南路","一段","B","121.212316000","25.011807000","1","1560","7.29000","62.00000"
"高鐵南路","一段","B","121.212231000","25.011644000","1","1540","2.94000","80.00000"
"高鐵南路","一段","B","121.212147000","25.011481000","1","1520","2.64000","82.00000"
"高鐵南路","一段","B","121.212073000","25.011314000","1","1500","1.67000","81.00000"
"高鐵南路","一段","B","121.212016000","25.011141000","1","1480","2.66000","82.00000"
"高鐵南路","一段","B","121.211982000","25.010963000","1","1460","1.49000","81.00000"
"高鐵南路","一段","B","121.211963000","25.010783000","1","1440","1.27000","82.00000"
"高鐵南路","一段","B","121.211943000","25.010604000","1","1420","1.36000","81.00000"
"高鐵南路","一段","B","121.211913000","25.010426000","1","1400","3.09000","81.00000"
"高鐵南路","一段","B","121.211851000","25.010254000","1","1380","2.50000","82.00000"
"高鐵南路","一段","B","121.211760000","25.010094000","1","1360","4.25000","82.00000"
"高鐵南路","一段","B","121.211656000","25.009940000","1","1340","2.46000","80.00000"
"高鐵南路","一段","B","121.211534000","25.009799000","1","1320","1.98000","81.00000"
"高鐵南路","一段","B","121.211403000","25.009663000","1","1300","2.26000","81.00000"
"高鐵南路","一段","B","121.211271000","25.009528000","1","1280","5.28000","82.00000"
"高鐵南路","一段","B","121.211138000","25.009395000","1","1260","3.54000","81.00000"
"高鐵南路","一段","B","121.211004000","25.009261000","1","1240","3.72000","81.00000"
"高鐵南路","一段","B","121.210870000","25.009128000","1","1220","1.33000","81.00000"
"高鐵南路","一段","B","121.210737000","25.008995000","1","1200","2.01000","80.00000"
"高鐵南路","一段","B","121.210603000","25.008861000","1","1180","2.47000","81.00000"
"高鐵南路","一段","B","121.210470000","25.008727000","1","1160","1.77000","81.00000"
"高鐵南路","一段","B","121.210337000","25.008594000","1","1140","1.65000","82.00000"
"高鐵南路","一段","B","121.210204000","25.008460000","1","1120","1.43000","81.00000"
"高鐵南路","一段","B","121.210071000","25.008326000","1","1100","1.74000","80.00000"
"高鐵南路","一段","B","121.209938000","25.008192000","1","1080","1.57000","82.00000"
"高鐵南路","一段","B","121.209806000","25.008058000","1","1060","3.22000","82.00000"
"高鐵南路","一段","B","121.209673000","25.007923000","1","1040","3.13000","81.00000"
"高鐵南路","一段","B","121.209540000","25.007789000","1","1020","2.01000","82.00000"
"高鐵南路","一段","B","121.209407000","25.007656000","1","1000","2.94000","81.00000"
"高鐵南路","一段","B","121.209273000","25.007523000","1","980","1.85000","81.00000"
"高鐵南路","一段","B","121.209138000","25.007391000","1","960","1.54000","82.00000"
"高鐵南路","一段","B","121.209004000","25.007258000","1","940","1.89000","82.00000"
"高鐵南路","一段","B","121.208870000","25.007125000","1","920","1.84000","81.00000"
"高鐵南路","一段","B","121.208736000","25.006991000","1","900","2.36000","82.00000"
"高鐵南路","一段","B","121.208603000","25.006858000","1","880","2.60000","81.00000"
"高鐵南路","一段","B","121.208469000","25.006725000","1","860","4.65000","82.00000"
"高鐵南路","一段","B","121.208335000","25.006591000","1","840","1.48000","82.00000"
"高鐵南路","一段","B","121.208202000","25.006458000","1","820","2.25000","81.00000"
"高鐵南路","一段","B","121.208068000","25.006325000","1","800","2.77000","81.00000"
"高鐵南路","一段","B","121.207933000","25.006193000","1","780","1.64000","82.00000"
"高鐵南路","一段","B","121.212256000","25.011860000","3","1560","8.79000","62.00000"
"高鐵南路","一段","B","121.212171000","25.011697000","3","1540","7.26000","80.00000"
"高鐵南路","一段","B","121.212086000","25.011533000","3","1520","3.44000","82.00000"
"高鐵南路","一段","B","121.212008000","25.011368000","3","1500","4.69000","81.00000"
"高鐵南路","一段","B","121.211950000","25.011195000","3","1480","2.82000","82.00000"
"高鐵南路","一段","B","121.211910000","25.011019000","3","1460","2.18000","81.00000"
"高鐵南路","一段","B","121.211888000","25.010839000","3","1440","1.85000","82.00000"
"高鐵南路","一段","B","121.211870000","25.010660000","3","1420","2.75000","81.00000"
"高鐵南路","一段","B","121.211848000","25.010480000","3","1400","2.53000","81.00000"
"高鐵南路","一段","B","121.211788000","25.010308000","3","1380","2.64000","82.00000"
"高鐵南路","一段","B","121.211700000","25.010147000","3","1360","5.00000","82.00000"
"高鐵南路","一段","B","121.211599000","25.009992000","3","1340","2.04000","80.00000"
"高鐵南路","一段","B","121.211477000","25.009849000","3","1320","2.14000","81.00000"
"高鐵南路","一段","B","121.211346000","25.009713000","3","1300","3.06000","81.00000"
"高鐵南路","一段","B","121.211215000","25.009578000","3","1280","7.74000","82.00000"
"高鐵南路","一段","B","121.211081000","25.009445000","3","1260","3.65000","81.00000"
"高鐵南路","一段","B","121.210947000","25.009312000","3","1240","4.78000","81.00000"
"高鐵南路","一段","B","121.210814000","25.009179000","3","1220","3.30000","81.00000"
"高鐵南路","一段","B","121.210680000","25.009045000","3","1200","2.79000","80.00000"
"高鐵南路","一段","B","121.210546000","25.008912000","3","1180","3.48000","81.00000"
"高鐵南路","一段","B","121.210413000","25.008778000","3","1160","4.66000","81.00000"
"高鐵南路","一段","B","121.210280000","25.008644000","3","1140","3.91000","82.00000"
"高鐵南路","一段","B","121.210148000","25.008510000","3","1120","2.41000","81.00000"
"高鐵南路","一段","B","121.210015000","25.008376000","3","1100","4.01000","80.00000"
"高鐵南路","一段","B","121.209882000","25.008242000","3","1080","2.42000","82.00000"
"高鐵南路","一段","B","121.209749000","25.008108000","3","1060","4.96000","82.00000"
"高鐵南路","一段","B","121.209616000","25.007974000","3","1040","3.49000","81.00000"
"高鐵南路","一段","B","121.209484000","25.007840000","3","1020","4.09000","82.00000"
"高鐵南路","一段","B","121.209350000","25.007706000","3","1000","4.60000","81.00000"
"高鐵南路","一段","B","121.209216000","25.007574000","3","980","2.50000","81.00000"
"高鐵南路","一段","B","121.209081000","25.007441000","3","960","5.51000","82.00000"
"高鐵南路","一段","B","121.208947000","25.007309000","3","940","2.12000","82.00000"
"高鐵南路","一段","B","121.208813000","25.007175000","3","920","3.43000","81.00000"
"高鐵南路","一段","B","121.208680000","25.007042000","3","900","3.54000","82.00000"
"高鐵南路","一段","B","121.208546000","25.006909000","3","880","3.14000","81.00000"
"高鐵南路","一段","B","121.208412000","25.006775000","3","860","4.88000","82.00000"
"高鐵南路","一段","B","121.208279000","25.006642000","3","840","3.08000","82.00000"
"高鐵南路","一段","B","121.208145000","25.006509000","3","820","1.56000","81.00000"
"高鐵南路","一段","B","121.208011000","25.006376000","3","800","1.57000","81.00000"
"高鐵南路","一段","B","121.207877000","25.006243000","3","780","1.82000","82.00000"
"高鐵北路","一段","C","121.213641000","25.010521000","1","0","5.17000","82.00000"
"高鐵北路","一段","C","121.213787000","25.010640000","1","20","1.92000","81.00000"
"高鐵北路","一段","C","121.213923000","25.010772000","1","40","1.77000","81.00000"
"高鐵北路","一段","C","121.214058000","25.010904000","1","60","2.20000","82.00000"
"高鐵北路","一段","C","121.214193000","25.011036000","1","80","2.07000","80.00000"
"高鐵北路","一段","C","121.214328000","25.011169000","1","100","2.42000","81.00000"
"高鐵北路","一段","C","121.214463000","25.011301000","1","120","4.48000","82.00000"
"高鐵北路","一段","C","121.214598000","25.011433000","1","140","7.62000","82.00000"
"高鐵北路","一段","C","121.214733000","25.011565000","1","160","4.10000","80.00000"
"高鐵北路","一段","C","121.214868000","25.011697000","1","180","2.24000","81.00000"
"高鐵北路","一段","C","121.215002000","25.011830000","1","200","1.24000","81.00000"
"高鐵北路","一段","C","121.215136000","25.011963000","1","220","2.62000","82.00000"
"高鐵北路","一段","C","121.215270000","25.012096000","1","240","2.68000","82.00000"
"高鐵北路","一段","C","121.215404000","25.012229000","1","260","7.43000","82.00000"
"高鐵北路","一段","C","121.215539000","25.012362000","1","280","3.02000","82.00000"
"高鐵北路","一段","C","121.215673000","25.012495000","1","300","2.59000","81.00000"
"高鐵北路","一段","C","121.215807000","25.012628000","1","320","1.98000","81.00000"
"高鐵北路","一段","C","121.215941000","25.012761000","1","340","1.63000","82.00000"
"高鐵北路","一段","C","121.216075000","25.012893000","1","360","1.60000","82.00000"
"高鐵北路","一段","C","121.216209000","25.013026000","1","380","2.03000","81.00000"
"高鐵北路","一段","C","121.216343000","25.013159000","1","400","3.83000","82.00000"
"高鐵北路","一段","C","121.216477000","25.013292000","1","420","1.28000","81.00000"
"高鐵北路","一段","C","121.216612000","25.013425000","1","440","1.84000","81.00000"
"高鐵北路","一段","C","121.216745000","25.013559000","1","460","1.81000","82.00000"
"高鐵北路","一段","C","121.216878000","25.013692000","1","480","4.59000","82.00000"
"高鐵北路","一段","C","121.217012000","25.013826000","1","500","10.03000","82.00000"
"高鐵北路","一段","C","121.217145000","25.013959000","1","520","7.11000","81.00000"
"高鐵北路","一段","C","121.217266000","25.014101000","1","540","6.24000","82.00000"
"高鐵北路","一段","C","121.217363000","25.014259000","1","560","3.01000","82.00000"
"高鐵北路","一段","C","121.217456000","25.014418000","1","580","3.88000","81.00000"
"高鐵北路","一段","C","121.217544000","25.014580000","1","600","3.76000","82.00000"
"高鐵北路","一段","C","121.217626000","25.014744000","1","620","4.04000","81.00000"
"高鐵北路","一段","C","121.217682000","25.014917000","1","640","4.92000","81.00000"
"高鐵北路","一段","C","121.217735000","25.015091000","1","660","3.79000","81.00000"
"高鐵北路","一段","C","121.217791000","25.015264000","1","680","3.33000","82.00000"
"高鐵北路","一段","C","121.217862000","25.015433000","1","700","2.99000","81.00000"
"高鐵北路","一段","C","121.217945000","25.015597000","1","720","4.72000","81.00000"
"高鐵北路","一段","C","121.218034000","25.015758000","1","740","2.75000","80.00000"
"高鐵北路","一段","C","121.218138000","25.015912000","1","760","4.08000","82.00000"
"高鐵北路","一段","C","121.218248000","25.016061000","1","780","4.09000","82.00000"
"高鐵北路","一段","C","121.218378000","25.016197000","1","800","4.52000","81.00000"
"高鐵北路","一段","C","121.218509000","25.016334000","1","820","7.58000","80.00000"
"高鐵北路","一段","C","121.218639000","25.016470000","1","840","8.42000","81.00000"
"高鐵北路","一段","C","121.218769000","25.016606000","1","860","5.43000","80.00000"
"高鐵北路","一段","C","121.213679000","25.010458000","3","0","4.57000","82.00000"
"高鐵北路","一段","C","121.213828000","25.010574000","3","20","3.05000","81.00000"
"高鐵北路","一段","C","121.213963000","25.010706000","3","40","2.98000","81.00000"
"高鐵北路","一段","C","121.214098000","25.010838000","3","60","3.16000","82.00000"
"高鐵北路","一段","C","121.214234000","25.010970000","3","80","2.89000","80.00000"
"高鐵北路","一段","C","121.214369000","25.011102000","3","100","2.90000","81.00000"
"高鐵北路","一段","C","121.214504000","25.011235000","3","120","5.65000","82.00000"
"高鐵北路","一段","C","121.214639000","25.011367000","3","140","5.55000","82.00000"
"高鐵北路","一段","C","121.214774000","25.011499000","3","160","4.63000","80.00000"
"高鐵北路","一段","C","121.214909000","25.011631000","3","180","2.79000","81.00000"
"高鐵北路","一段","C","121.215043000","25.011764000","3","200","2.11000","81.00000"
"高鐵北路","一段","C","121.215177000","25.011897000","3","220","3.20000","82.00000"
"高鐵北路","一段","C","121.215311000","25.012030000","3","240","3.20000","82.00000"
"高鐵北路","一段","C","121.215445000","25.012163000","3","260","2.70000","82.00000"
"高鐵北路","一段","C","121.215579000","25.012296000","3","280","2.20000","82.00000"
"高鐵北路","一段","C","121.215714000","25.012429000","3","300","2.20000","81.00000"
"高鐵北路","一段","C","121.215848000","25.012561000","3","320","3.40000","81.00000"
"高鐵北路","一段","C","121.215982000","25.012694000","3","340","3.20000","82.00000"
"高鐵北路","一段","C","121.216116000","25.012827000","3","360","3.10000","82.00000"
"高鐵北路","一段","C","121.216250000","25.012960000","3","380","3.20000","81.00000"
"高鐵北路","一段","C","121.216384000","25.013093000","3","400","3.10000","82.00000"
"高鐵北路","一段","C","121.216518000","25.013226000","3","420","3.20000","81.00000"
"高鐵北路","一段","C","121.216653000","25.013359000","3","440","2.97000","81.00000"
"高鐵北路","一段","C","121.216786000","25.013492000","3","460","3.04000","82.00000"
"高鐵北路","一段","C","121.216919000","25.013626000","3","480","3.32000","82.00000"
"高鐵北路","一段","C","121.217053000","25.013760000","3","500","7.21000","82.00000"
"高鐵北路","一段","C","121.217186000","25.013893000","3","520","8.82000","81.00000"
"高鐵北路","一段","C","121.217312000","25.014032000","3","540","12.30000","82.00000"
"高鐵北路","一段","C","121.217412000","25.014188000","3","560","4.34000","82.00000"
"高鐵北路","一段","C","121.217504000","25.014347000","3","580","3.92000","81.00000"
"高鐵北路","一段","C","121.217595000","25.014508000","3","600","3.17000","82.00000"
"高鐵北路","一段","C","121.217677000","25.014672000","3","620","2.80000","81.00000"
"高鐵北路","一段","C","121.217741000","25.014843000","3","640","3.51000","81.00000"
"高鐵北路","一段","C","121.217795000","25.015016000","3","660","3.61000","81.00000"
"高鐵北路","一段","C","121.217846000","25.015191000","3","680","2.40000","82.00000"
"高鐵北路","一段","C","121.217915000","25.015360000","3","700","2.40000","81.00000"
"高鐵北路","一段","C","121.217996000","25.015525000","3","720","1.92000","81.00000"
"高鐵北路","一段","C","121.218080000","25.015688000","3","740","2.38000","80.00000"
"高鐵北路","一段","C","121.218184000","25.015842000","3","760","4.42000","82.00000"
"高鐵北路","一段","C","121.218290000","25.015995000","3","780","4.30000","82.00000"
"高鐵北路","一段","C","121.218420000","25.016131000","3","800","3.93000","81.00000"
"高鐵北路","一段","C","121.218550000","25.016267000","3","820","7.44000","80.00000"
"高鐵北路","一段","C","121.218680000","25.016403000","3","840","7.97000","81.00000"
"高鐵北路","一段","C","121.218810000","25.016539000","3","860","7.54000","80.00000"
"高鐵北路","二段","C","121.218925000","25.016650000","3","880","3.17000","81.00000"
"高鐵北路","二段","C","121.219061000","25.016781000","3","900","3.49000","82.00000"
"高鐵北路","二段","C","121.219195000","25.016914000","3","920","4.54000","82.00000"
"高鐵北路","二段","C","121.219328000","25.017048000","3","940","1.84000","81.00000"
"高鐵北路","二段","C","121.219462000","25.017181000","3","960","5.25000","81.00000"
"高鐵北路","二段","C","121.219596000","25.017314000","3","980","2.22000","81.00000"
"高鐵北路","二段","C","121.219730000","25.017447000","3","1000","2.73000","82.00000"
"高鐵北路","二段","C","121.219864000","25.017580000","3","1020","2.66000","82.00000"
"高鐵北路","二段","C","121.219997000","25.017714000","3","1040","4.85000","82.00000"
"高鐵北路","二段","C","121.220131000","25.017847000","3","1060","2.48000","82.00000"
"高鐵北路","二段","C","121.220265000","25.017980000","3","1080","3.75000","81.00000"
"高鐵北路","二段","C","121.220399000","25.018113000","3","1100","2.12000","81.00000"
"高鐵北路","二段","C","121.220532000","25.018247000","3","1120","6.36000","82.00000"
"高鐵北路","二段","C","121.220666000","25.018380000","3","1140","2.01000","80.00000"
"高鐵北路","二段","C","121.220800000","25.018513000","3","1160","2.94000","81.00000"
"高鐵北路","二段","C","121.220934000","25.018646000","3","1180","3.75000","81.00000"
"高鐵北路","二段","C","121.221068000","25.018779000","3","1200","5.18000","82.00000"
